道路编号	县区	乡	道路等级	速度
15803	09县区	1乡	快速路	112.5602238
15804	11县区	2乡	支路	23.79732098
15805	科技县	2乡	快速路	110.0393952
15806	09县区	4乡	主干路	51.99139509
15807	11县区	2乡	主干路	52.49282487
15808	科技县	2乡	主干路	68.11756385
15809	10县区	1乡	次干路	32.79247644
15810	10县区	1乡	支路	27.40285009
15811	10县区	4乡	快速路	116.1266933
15812	科技县	2乡	次干路	39.57745128
15813	11县区	3乡	主干路	69.39583378
15814	11县区	2乡	主干路	79.38286147
15815	科技县	4乡	主干路	64.69208474
15816	09县区	4乡	主干路	73.65655834
15817	10县区	3乡	次干路	46.45320902
15818	09县区	4乡	次干路	30.40308742
15819	09县区	3乡	主干路	61.709623
15820	09县区	1乡	快速路	117.8131419
15821	11县区	2乡	支路	20.21869531
15822	10县区	2乡	主干路	63.26259337
15823	11县区	2乡	支路	20.51385957
15824	09县区	4乡	快速路	119.9002052
15825	科技县	1乡	支路	23.75026673
15826	11县区	2乡	主干路	63.45223645
15827	科技县	4乡	快速路	113.9513709
15828	10县区	1乡	快速路	108.5141644
15829	09县区	2乡	次干路	36.91774782
15830	09县区	2乡	主干路	54.2200828
15831	科技县	4乡	快速路	100.2157316
15832	09县区	2乡	次干路	39.72602897
15833	11县区	4乡	主干路	62.32886912
15834	11县区	1乡	次干路	34.39998048
15835	科技县	2乡	快速路	81.14757224
15836	科技县	2乡	快速路	92.81279722
15837	科技县	1乡	主干路	68.63051836
15838	11县区	1乡	次干路	46.78518331
15839	11县区	4乡	支路	20.04341629
15840	10县区	4乡	快速路	81.35879052
15841	11县区	3乡	支路	26.47215463
15842	科技县	2乡	次干路	34.65736846
15843	10县区	4乡	次干路	33.74195428
15844	09县区	3乡	快速路	117.9295533
15845	09县区	4乡	次干路	43.7945707
15846	09县区	3乡	主干路	62.02383772
15847	10县区	3乡	次干路	36.0089985
15848	科技县	3乡	快速路	81.37730402
15849	10县区	4乡	支路	27.03932156
15850	09县区	2乡	支路	21.15907101
15851	11县区	4乡	支路	29.68321863
15852	11县区	2乡	快速路	118.8808751
15853	11县区	2乡	支路	24.0934989
15854	科技县	1乡	支路	29.53264028
15855	科技县	2乡	次干路	46.31653436
15856	09县区	3乡	支路	27.69761773
15857	11县区	3乡	支路	28.01835556
15858	09县区	3乡	主干路	67.86498837
15859	09县区	1乡	快速路	119.7384794
15860	科技县	4乡	支路	26.01541859
15861	10县区	1乡	支路	20.09736253
15862	11县区	4乡	次干路	48.46373456
15863	10县区	2乡	主干路	70.26252258
15864	科技县	4乡	支路	22.80941289
15865	科技县	3乡	支路	27.05882622
15866	10县区	2乡	快速路	91.1705437
15867	科技县	1乡	次干路	38.7225125
15868	09县区	4乡	主干路	74.06107853
15869	11县区	4乡	次干路	35.1022561
15870	11县区	3乡	次干路	37.35250794
15871	11县区	1乡	快速路	94.599729
15872	11县区	1乡	快速路	82.33199764
15873	09县区	4乡	支路	21.64676727
15874	11县区	1乡	快速路	91.9316327
15875	09县区	4乡	主干路	63.02155238
15876	11县区	4乡	快速路	92.4199298
15877	10县区	3乡	主干路	63.52093205
15878	09县区	3乡	支路	24.68782582
15879	科技县	3乡	支路	24.62416118
15880	科技县	1乡	主干路	73.10224087
15881	11县区	2乡	次干路	34.63538579
15882	10县区	3乡	快速路	98.32319923
15883	09县区	3乡	快速路	84.11114419
15884	09县区	3乡	快速路	86.14793423
15885	11县区	4乡	快速路	102.1351238
15886	11县区	2乡	次干路	43.52802917
15887	11县区	3乡	支路	28.66478489
15888	10县区	2乡	主干路	79.52292831
15889	09县区	4乡	次干路	45.1782691
15890	科技县	1乡	快速路	106.6212299
15891	10县区	1乡	支路	28.52989058
15892	科技县	1乡	快速路	95.76687853
15893	10县区	2乡	次干路	43.70613226
15894	科技县	3乡	支路	23.31823017
15895	10县区	2乡	主干路	72.72243187
15896	09县区	1乡	支路	24.93571058
15897	09县区	2乡	主干路	75.32220676
15898	09县区	1乡	支路	25.79535937
15899	11县区	4乡	主干路	55.14493246
15900	科技县	2乡	快速路	88.7703002
15901	09县区	2乡	次干路	48.36080151
15902	09县区	1乡	主干路	61.42010991
15903	科技县	3乡	支路	29.82123891
15904	10县区	3乡	次干路	34.83200099
15905	科技县	4乡	次干路	30.38135899
15906	09县区	2乡	快速路	83.37005833
15907	10县区	1乡	支路	27.99664211
15908	11县区	1乡	支路	20.15524353
15909	10县区	2乡	快速路	89.28992354
15910	09县区	2乡	主干路	74.47302565
15911	11县区	3乡	快速路	95.77118652
15912	10县区	3乡	次干路	44.93779553
15913	09县区	4乡	次干路	32.69816592
15914	11县区	4乡	支路	22.03623974
15915	科技县	4乡	次干路	33.75029999
15916	11县区	1乡	次干路	41.42312172
15917	11县区	1乡	次干路	38.22634064
15918	09县区	2乡	主干路	60.54587019
15919	11县区	2乡	支路	26.19875441
15920	10县区	3乡	次干路	49.86748423
15921	科技县	2乡	主干路	56.83057083
15922	11县区	2乡	主干路	66.13070034
15923	科技县	3乡	次干路	44.93980116
15924	10县区	4乡	快速路	116.486408
15925	09县区	3乡	快速路	93.60152816
15926	09县区	2乡	次干路	42.12724194
15927	11县区	3乡	主干路	75.47470709
15928	10县区	4乡	主干路	55.05391404
15929	09县区	4乡	支路	21.85207269
15930	10县区	4乡	快速路	102.6195563
15931	11县区	1乡	主干路	69.1817196
15932	11县区	3乡	主干路	52.02856817
15933	科技县	2乡	次干路	43.15419198
15934	科技县	2乡	快速路	100.0571779
15935	09县区	2乡	支路	27.79890532
15936	11县区	4乡	次干路	39.72869426
15937	科技县	3乡	次干路	33.05003048
15938	09县区	4乡	快速路	101.4482615
15939	09县区	3乡	次干路	43.19027576
15940	11县区	2乡	支路	24.98387158
15941	11县区	2乡	支路	29.45822902
15942	科技县	4乡	快速路	112.729662
15943	09县区	3乡	次干路	43.35033285
15944	10县区	2乡	支路	20.0033645
15945	10县区	4乡	主干路	61.49099352
15946	10县区	1乡	快速路	104.5524214
15947	11县区	4乡	支路	24.51601419
15948	09县区	4乡	主干路	63.92161562
15949	科技县	3乡	次干路	30.99401878
15950	10县区	1乡	快速路	95.98019307
15951	科技县	1乡	支路	28.95846974
15952	科技县	3乡	支路	22.37034803
15953	11县区	2乡	次干路	48.29014637
15954	09县区	4乡	支路	26.71103985
15955	科技县	4乡	次干路	31.57724303
15956	09县区	3乡	主干路	75.13114592
15957	09县区	3乡	主干路	62.66015908
15958	09县区	3乡	次干路	45.65118652
15959	10县区	1乡	支路	23.71478033
15960	10县区	4乡	支路	24.41528178
15961	09县区	3乡	主干路	58.08531675
15962	10县区	4乡	主干路	61.0039199
15963	09县区	3乡	快速路	112.8197723
15964	11县区	1乡	主干路	74.64100727
15965	10县区	1乡	支路	29.67514343
15966	09县区	3乡	支路	29.36949782
15967	科技县	3乡	快速路	112.008992
15968	09县区	3乡	支路	28.92840034
15969	10县区	3乡	快速路	88.67110798
15970	10县区	2乡	快速路	119.8995205
15971	科技县	4乡	支路	26.48288022
15972	科技县	4乡	主干路	75.60124629
15973	科技县	4乡	次干路	33.14659101
15974	11县区	1乡	次干路	31.06789195
15975	11县区	4乡	次干路	45.15978796
15976	10县区	1乡	支路	24.23850567
15977	10县区	1乡	快速路	109.6523912
15978	09县区	3乡	支路	25.0212708
15979	10县区	1乡	快速路	81.93774319
15980	09县区	4乡	快速路	81.01824661
15981	11县区	1乡	支路	26.91543935
15982	10县区	4乡	快速路	81.97762889
15983	11县区	4乡	快速路	117.1519763
15984	11县区	2乡	支路	23.70907128
15985	09县区	4乡	支路	27.40257535
15986	09县区	3乡	次干路	49.6814965
15987	科技县	2乡	快速路	89.32819096
15988	09县区	1乡	次干路	36.93759006
15989	11县区	4乡	支路	20.80181412
15990	科技县	3乡	支路	28.75312416
15991	科技县	2乡	快速路	105.6199518
15992	11县区	2乡	支路	29.78405701
15993	10县区	1乡	次干路	48.57503905
15994	09县区	2乡	主干路	69.39366135
15995	11县区	4乡	次干路	39.00248591
15996	11县区	4乡	快速路	92.12304508
15997	11县区	1乡	次干路	36.62147445
15998	09县区	3乡	支路	22.81296804
15999	09县区	3乡	快速路	84.11535308
16000	11县区	3乡	主干路	61.06621831
16001	科技县	4乡	主干路	60.72315478
16002	11县区	4乡	主干路	53.21470184
16003	09县区	4乡	次干路	33.22589016
16004	科技县	3乡	主干路	69.90247394
16005	09县区	4乡	快速路	115.7691112
16006	11县区	1乡	快速路	118.0687523
16007	10县区	2乡	快速路	80.4492425
16008	11县区	2乡	次干路	32.85145282
16009	11县区	2乡	支路	20.50474452
16010	科技县	4乡	支路	20.6297572
16011	11县区	2乡	主干路	58.87053203
16012	科技县	1乡	快速路	83.20319991
16013	科技县	4乡	次干路	45.53787538
16014	11县区	1乡	支路	23.0297606
16015	科技县	4乡	主干路	50.63125361
16016	科技县	3乡	快速路	110.5697184
16017	10县区	2乡	主干路	52.53258753
16018	10县区	1乡	次干路	38.09176923
16019	11县区	3乡	主干路	66.31351532
16020	11县区	1乡	支路	22.1704224
16021	09县区	1乡	主干路	70.66162627
16022	科技县	2乡	主干路	79.69840195
16023	10县区	4乡	支路	20.20797658
16024	科技县	4乡	主干路	60.04351026
16025	09县区	2乡	快速路	102.2097859
16026	09县区	2乡	主干路	51.98742425
16027	10县区	3乡	快速路	103.8607505
16028	10县区	2乡	支路	24.16272351
16029	10县区	1乡	主干路	60.84891224
16030	10县区	2乡	快速路	94.56688355
16031	09县区	2乡	快速路	117.8393827
16032	11县区	3乡	支路	24.48729234
16033	11县区	4乡	次干路	33.1713857
16034	科技县	4乡	主干路	63.87078183
16035	科技县	4乡	次干路	31.28069356
16036	09县区	3乡	支路	21.90856254
16037	11县区	2乡	快速路	106.3973089
16038	科技县	3乡	快速路	91.2580089
16039	10县区	3乡	主干路	55.05651047
16040	科技县	3乡	快速路	106.6368391
16041	10县区	1乡	次干路	49.43337845
16042	10县区	4乡	主干路	65.0770109
16043	09县区	3乡	快速路	87.23208518
16044	09县区	1乡	支路	21.96463557
16045	科技县	2乡	次干路	35.02335703
16046	科技县	1乡	次干路	33.98859311
16047	11县区	2乡	次干路	36.54984624
16048	10县区	2乡	快速路	99.22555681
16049	11县区	2乡	次干路	46.4902685
16050	10县区	4乡	快速路	103.7392229
16051	10县区	2乡	次干路	32.58556715
16052	科技县	3乡	次干路	46.00487924
16053	10县区	3乡	主干路	78.84772062
16054	09县区	4乡	次干路	46.66177521
16055	09县区	1乡	主干路	79.29453008
16056	科技县	3乡	主干路	59.87380142
16057	科技县	2乡	支路	21.49823189
16058	科技县	4乡	主干路	79.09119999
16059	科技县	3乡	主干路	59.29883815
16060	11县区	1乡	次干路	35.7902122
16061	11县区	3乡	支路	23.45451745
16062	09县区	4乡	主干路	58.10399899
16063	10县区	3乡	支路	23.57956343
16064	11县区	3乡	主干路	75.01863065
16065	09县区	3乡	主干路	60.23607159
16066	11县区	4乡	支路	20.7483658
16067	09县区	1乡	支路	26.96954233
16068	科技县	2乡	次干路	39.83182327
16069	11县区	3乡	次干路	35.60802281
16070	科技县	2乡	支路	25.00673696
16071	10县区	3乡	主干路	73.59725368
16072	10县区	2乡	快速路	115.9155798
16073	科技县	4乡	次干路	43.11543093
16074	科技县	1乡	次干路	30.07880043
16075	10县区	1乡	支路	23.97088772
16076	科技县	4乡	快速路	113.2817354
16077	09县区	2乡	快速路	94.90087061
16078	10县区	1乡	次干路	45.39698319
16079	10县区	3乡	快速路	83.16873019
16080	科技县	3乡	次干路	42.68600634
16081	11县区	2乡	次干路	34.96092693
16082	科技县	3乡	次干路	41.57802308
16083	10县区	1乡	次干路	33.47715201
16084	11县区	4乡	次干路	42.36751153
16085	09县区	1乡	支路	26.94397685
16086	09县区	2乡	支路	26.04332531
16087	10县区	3乡	主干路	79.79003396
16088	11县区	2乡	支路	26.15747647
16089	09县区	2乡	主干路	59.81867195
16090	09县区	4乡	支路	24.29788341
16091	10县区	3乡	次干路	39.02067978
16092	10县区	4乡	次干路	49.46135936
16093	科技县	3乡	快速路	86.42677474
16094	09县区	2乡	支路	29.04220925
16095	11县区	1乡	支路	22.05011218
16096	11县区	1乡	主干路	60.8905898
16097	09县区	1乡	快速路	86.87901103
16098	10县区	2乡	主干路	73.65705277
16099	11县区	1乡	支路	22.37089153
16100	科技县	3乡	次干路	41.46090649
16101	10县区	1乡	支路	27.59954009
16102	09县区	4乡	次干路	45.33754246
16103	09县区	3乡	主干路	62.92551314
16104	11县区	3乡	快速路	82.50757974
16105	11县区	4乡	主干路	55.41744532
16106	科技县	4乡	主干路	62.40485776
16107	11县区	1乡	支路	22.13600429
16108	10县区	4乡	主干路	63.61698656
16109	09县区	3乡	主干路	50.00865676
16110	科技县	4乡	主干路	50.73820854
16111	科技县	4乡	支路	21.20590613
16112	11县区	3乡	主干路	50.95484795
16113	11县区	2乡	主干路	77.35314612
16114	09县区	1乡	支路	29.56288503
16115	10县区	4乡	主干路	72.15164307
16116	10县区	1乡	支路	28.77887577
16117	10县区	2乡	次干路	42.17512082
16118	11县区	1乡	次干路	36.22258808
16119	09县区	3乡	支路	22.92136999
16120	10县区	1乡	快速路	110.6291621
16121	10县区	1乡	支路	26.59376065
16122	11县区	3乡	支路	29.02897821
16123	11县区	2乡	支路	29.7049536
16124	11县区	2乡	主干路	59.60340907
16125	09县区	3乡	主干路	57.19105386
16126	10县区	3乡	快速路	82.36484513
16127	11县区	4乡	快速路	113.1498504
16128	11县区	2乡	主干路	63.02256679
16129	10县区	4乡	快速路	85.00641832
16130	科技县	1乡	主干路	66.34095163
16131	10县区	3乡	快速路	105.1315343
16132	11县区	2乡	次干路	43.32540856
16133	11县区	4乡	主干路	56.54426638
16134	09县区	4乡	次干路	43.97488875
16135	11县区	2乡	次干路	44.9961791
16136	09县区	1乡	支路	28.18052896
16137	10县区	4乡	主干路	68.12959169
16138	09县区	4乡	支路	25.48571576
16139	09县区	4乡	次干路	31.31319045
16140	10县区	1乡	快速路	108.9596654
16141	09县区	3乡	主干路	52.21600784
16142	11县区	2乡	快速路	81.10294534
16143	10县区	2乡	快速路	117.2483239
16144	11县区	4乡	主干路	65.28254576
16145	09县区	4乡	主干路	63.41534575
16146	11县区	1乡	主干路	76.80869385
16147	科技县	1乡	次干路	34.24508326
16148	09县区	1乡	支路	25.84794772
16149	09县区	2乡	支路	28.29542273
16150	10县区	3乡	快速路	117.7051112
16151	09县区	3乡	快速路	97.44937
16152	09县区	4乡	次干路	37.70301403
16153	09县区	1乡	次干路	30.59797862
16154	10县区	4乡	支路	24.65608565
16155	09县区	3乡	次干路	49.30040093
16156	09县区	3乡	快速路	81.63940428
16157	科技县	1乡	快速路	82.38243504
16158	11县区	1乡	次干路	36.69102516
16159	10县区	1乡	次干路	31.38035003
16160	09县区	3乡	次干路	45.27567893
16161	科技县	4乡	支路	20.41386804
16162	11县区	1乡	快速路	117.9633426
16163	09县区	4乡	主干路	50.27530319
16164	科技县	4乡	次干路	43.11719506
16165	科技县	4乡	次干路	30.84115754
16166	11县区	2乡	主干路	77.82539862
16167	09县区	3乡	快速路	109.6879399
16168	11县区	2乡	支路	28.05615175
16169	11县区	1乡	支路	27.50229738
16170	科技县	1乡	次干路	40.35811459
16171	09县区	4乡	快速路	101.1982572
16172	科技县	4乡	主干路	70.38487357
16173	科技县	3乡	支路	27.80379333
16174	11县区	4乡	快速路	88.88781826
16175	09县区	3乡	主干路	74.29001284
16176	11县区	2乡	主干路	51.84250795
16177	10县区	2乡	次干路	40.26071383
16178	09县区	1乡	快速路	99.55766164
16179	科技县	3乡	支路	28.40091745
16180	11县区	3乡	主干路	69.82761366
16181	科技县	1乡	快速路	93.43394069
16182	09县区	4乡	快速路	113.5893691
16183	11县区	2乡	支路	20.10711202
16184	科技县	1乡	主干路	59.02021092
16185	科技县	3乡	主干路	72.94648038
16186	09县区	3乡	快速路	112.4699003
16187	科技县	3乡	主干路	53.80450217
16188	10县区	2乡	快速路	82.03679587
16189	11县区	3乡	快速路	99.95431685
16190	11县区	2乡	支路	27.9271339
16191	10县区	1乡	支路	28.27708201
16192	11县区	1乡	次干路	48.97005512
16193	09县区	4乡	次干路	42.59997607
16194	科技县	1乡	快速路	94.31180983
16195	09县区	4乡	主干路	67.10524998
16196	09县区	3乡	主干路	53.84643531
16197	11县区	2乡	主干路	53.45819193
16198	科技县	3乡	支路	29.62174149
16199	科技县	3乡	支路	25.19671025
16200	10县区	1乡	主干路	59.68671309
16201	10县区	1乡	快速路	101.5343027
16202	09县区	2乡	支路	27.78414485
16203	09县区	2乡	主干路	61.75310107
16204	09县区	3乡	主干路	66.19341971
16205	10县区	2乡	快速路	95.62633777
16206	科技县	4乡	主干路	68.30120152
16207	09县区	4乡	支路	24.08531162
16208	10县区	1乡	支路	27.95502298
16209	09县区	3乡	支路	22.35887135
16210	10县区	4乡	次干路	31.3504416
16211	11县区	3乡	次干路	45.39229103
16212	11县区	2乡	次干路	35.01034268
16213	10县区	1乡	快速路	106.7308038
16214	09县区	4乡	主干路	51.25226774
16215	09县区	3乡	主干路	75.9167155
16216	科技县	3乡	快速路	110.5447174
16217	11县区	1乡	主干路	61.05396497
16218	09县区	1乡	支路	23.23224208
16219	11县区	4乡	支路	27.97996092
16220	10县区	3乡	次干路	36.57288322
16221	11县区	1乡	支路	28.52513621
16222	11县区	3乡	快速路	115.3436099
16223	科技县	3乡	次干路	30.22630563
16224	09县区	3乡	支路	21.62570547
16225	10县区	3乡	次干路	45.36476053
16226	科技县	1乡	主干路	69.61886919
16227	10县区	4乡	支路	21.00137576
16228	科技县	4乡	主干路	50.09165919
16229	11县区	3乡	主干路	59.06551764
16230	11县区	2乡	主干路	61.41592205
16231	11县区	2乡	主干路	68.82315911
16232	09县区	2乡	快速路	101.4736882
16233	09县区	1乡	次干路	36.5387031
16234	11县区	3乡	主干路	67.28904122
16235	10县区	3乡	主干路	55.81587555
16236	09县区	3乡	快速路	80.82733131
16237	10县区	3乡	支路	21.33095229
16238	科技县	4乡	支路	24.2148957
16239	11县区	3乡	主干路	59.07629146
16240	11县区	1乡	快速路	118.9757521
16241	10县区	2乡	支路	22.16243201
16242	09县区	4乡	主干路	64.86756466
16243	11县区	4乡	次干路	42.25112575
16244	11县区	3乡	支路	23.48185953
16245	11县区	1乡	次干路	46.82497412
16246	10县区	1乡	次干路	39.58454656
16247	09县区	1乡	支路	21.73547499
16248	科技县	1乡	支路	21.78249058
16249	11县区	1乡	快速路	84.13283796
16250	10县区	2乡	主干路	69.3784774
16251	09县区	2乡	次干路	30.41818563
16252	10县区	1乡	支路	27.54641831
16253	10县区	2乡	快速路	84.22420702
16254	10县区	1乡	支路	21.30808502
16255	10县区	1乡	支路	20.77731529
16256	10县区	4乡	快速路	119.3821339
16257	10县区	3乡	次干路	48.55466836
16258	10县区	1乡	支路	23.05443141
16259	11县区	4乡	主干路	58.94704918
16260	10县区	4乡	主干路	79.24759076
16261	科技县	4乡	次干路	31.78388711
16262	科技县	4乡	快速路	86.47925788
16263	11县区	2乡	支路	20.74132625
16264	10县区	3乡	次干路	31.78169847
16265	11县区	4乡	次干路	34.93345661
16266	10县区	3乡	快速路	106.0164193
16267	09县区	3乡	快速路	99.54942348
16268	11县区	1乡	支路	23.70086523
16269	10县区	3乡	次干路	31.35543919
16270	10县区	1乡	快速路	87.63194788
16271	10县区	2乡	主干路	54.53108104
16272	09县区	3乡	支路	29.1666236
16273	科技县	4乡	支路	26.22537055
16274	10县区	1乡	快速路	85.07854047
16275	科技县	2乡	主干路	52.47097692
16276	科技县	4乡	主干路	78.85706418
16277	10县区	2乡	主干路	66.11138131
16278	09县区	4乡	支路	26.90099538
16279	09县区	3乡	次干路	33.39800257
16280	11县区	2乡	快速路	98.51550553
16281	09县区	2乡	支路	26.87381712
16282	科技县	1乡	支路	22.1316497
16283	科技县	3乡	快速路	86.77785057
16284	11县区	4乡	支路	27.10395768
16285	10县区	1乡	主干路	54.96973292
16286	科技县	4乡	支路	21.94036488
16287	09县区	1乡	次干路	45.1541175
16288	11县区	1乡	主干路	76.88726864
16289	10县区	3乡	次干路	41.49056209
16290	09县区	2乡	主干路	60.93698214
16291	科技县	1乡	次干路	49.75282467
16292	11县区	3乡	支路	22.57220564
16293	09县区	3乡	主干路	67.42961608
16294	09县区	1乡	快速路	109.1083403
16295	09县区	1乡	主干路	76.46436091
16296	科技县	2乡	快速路	92.78555346
16297	10县区	2乡	支路	27.69338349
16298	10县区	2乡	次干路	41.01207698
16299	科技县	1乡	支路	29.38756099
16300	10县区	4乡	支路	20.41792196
16301	科技县	2乡	快速路	113.1015981
16302	科技县	1乡	主干路	76.4668679
16303	09县区	4乡	快速路	118.0180531
16304	11县区	3乡	快速路	94.6825402
16305	科技县	3乡	快速路	85.32419815
16306	10县区	4乡	主干路	53.07102074
16307	11县区	2乡	次干路	45.50936222
16308	09县区	1乡	快速路	107.1440896
16309	科技县	1乡	支路	27.42078702
16310	10县区	4乡	快速路	112.9765451
16311	科技县	2乡	支路	20.74789962
16312	科技县	3乡	支路	29.9888556
16313	09县区	3乡	主干路	58.0744579
16314	10县区	1乡	支路	25.4947182
16315	10县区	2乡	支路	24.29425152
16316	科技县	3乡	次干路	33.81234935
16317	09县区	2乡	快速路	117.7862213
16318	09县区	3乡	次干路	39.2739148
16319	科技县	2乡	快速路	111.0810199
16320	09县区	2乡	支路	25.04390062
16321	11县区	4乡	支路	26.08083376
16322	科技县	3乡	主干路	50.82165998
16323	11县区	4乡	主干路	72.02431078
16324	科技县	3乡	快速路	84.59653099
16325	09县区	3乡	次干路	41.69149364
16326	科技县	2乡	次干路	37.66131905
16327	09县区	4乡	快速路	109.3418593
16328	11县区	1乡	支路	26.51693433
16329	10县区	3乡	主干路	59.41984376
16330	11县区	3乡	主干路	53.81563271
16331	科技县	4乡	主干路	55.66590103
16332	11县区	3乡	支路	20.32015468
16333	09县区	3乡	次干路	40.57542432
16334	科技县	1乡	主干路	73.94397454
16335	科技县	1乡	主干路	65.53826189
16336	09县区	2乡	支路	24.51291485
16337	11县区	3乡	主干路	61.90999467
16338	10县区	2乡	次干路	36.17436576
16339	11县区	2乡	支路	29.32675167
16340	10县区	4乡	主干路	74.90480556
16341	科技县	2乡	主干路	59.15347122
16342	11县区	2乡	支路	29.13609506
16343	11县区	1乡	快速路	91.33385569
16344	09县区	2乡	次干路	32.60228528
16345	科技县	2乡	主干路	57.94943836
16346	09县区	1乡	支路	28.03799275
16347	11县区	2乡	快速路	95.49406059
16348	科技县	2乡	支路	21.07613023
16349	科技县	2乡	次干路	34.54473169
16350	10县区	1乡	主干路	52.4931225
16351	10县区	2乡	支路	22.01665019
16352	11县区	3乡	快速路	103.5708773
16353	10县区	4乡	次干路	30.42093503
16354	10县区	3乡	主干路	66.44594564
16355	科技县	2乡	支路	24.08747694
16356	10县区	3乡	快速路	117.3400912
16357	09县区	3乡	主干路	55.95769386
16358	科技县	1乡	次干路	47.83398548
16359	科技县	2乡	快速路	92.75486465
16360	科技县	1乡	主干路	65.10053746
16361	09县区	1乡	支路	25.02653606
16362	09县区	3乡	快速路	119.6754836
16363	09县区	4乡	支路	23.60662391
16364	11县区	3乡	快速路	109.7272336
16365	09县区	1乡	快速路	93.73717985
16366	11县区	4乡	次干路	48.45626214
16367	10县区	2乡	次干路	48.60916967
16368	科技县	1乡	主干路	59.53660662
16369	科技县	2乡	支路	23.6193696
16370	11县区	4乡	支路	21.66594648
16371	科技县	2乡	快速路	88.07713003
16372	09县区	1乡	主干路	53.15442769
16373	科技县	4乡	支路	21.54961586
16374	11县区	4乡	次干路	39.47680303
16375	科技县	3乡	主干路	61.15267657
16376	10县区	1乡	快速路	92.16685366
16377	10县区	2乡	快速路	85.65708463
16378	11县区	3乡	次干路	32.27712534
16379	10县区	3乡	主干路	50.26855934
16380	11县区	2乡	支路	24.32349842
16381	10县区	2乡	快速路	88.41713041
16382	09县区	4乡	快速路	86.83637586
16383	11县区	4乡	主干路	53.07990626
16384	10县区	4乡	次干路	36.75392836
16385	10县区	3乡	支路	27.98402438
16386	10县区	2乡	快速路	83.39262557
16387	11县区	1乡	主干路	60.92634407
16388	10县区	4乡	主干路	70.9472402
16389	09县区	3乡	支路	22.23920758
16390	10县区	4乡	快速路	117.2305291
16391	科技县	1乡	次干路	41.41589261
16392	11县区	2乡	快速路	97.71875093
16393	09县区	4乡	快速路	114.9184034
16394	09县区	4乡	支路	28.81384878
16395	09县区	2乡	次干路	33.63294746
16396	11县区	3乡	支路	22.76377617
16397	科技县	3乡	支路	21.83680223
16398	科技县	2乡	支路	26.42454398
16399	10县区	1乡	主干路	75.52300026
16400	10县区	3乡	支路	25.98686322
16401	10县区	2乡	次干路	47.31269404
16402	11县区	2乡	次干路	43.11891409
16403	科技县	1乡	快速路	90.90322374
16404	10县区	4乡	主干路	70.09183605
16405	科技县	4乡	主干路	55.12495457
16406	09县区	3乡	快速路	107.8456901
16407	11县区	2乡	次干路	40.72947306
16408	09县区	1乡	快速路	108.0972885
16409	11县区	1乡	主干路	71.41078063
16410	10县区	4乡	支路	24.41741709
16411	09县区	3乡	主干路	55.10071382
16412	11县区	2乡	支路	25.51060548
16413	10县区	4乡	支路	27.98626526
16414	10县区	1乡	支路	23.94233361
16415	10县区	4乡	快速路	111.920549
16416	10县区	3乡	快速路	86.2088511
16417	09县区	4乡	主干路	66.99437458
16418	11县区	4乡	次干路	35.36343958
16419	11县区	1乡	次干路	34.35842326
16420	09县区	2乡	支路	28.62523206
16421	10县区	4乡	支路	25.32310292
16422	科技县	3乡	快速路	88.7124187
16423	10县区	4乡	次干路	36.22970704
16424	10县区	2乡	快速路	101.6650423
16425	科技县	3乡	主干路	69.65983169
16426	科技县	2乡	主干路	73.89076238
16427	10县区	4乡	主干路	68.11921203
16428	10县区	4乡	支路	21.54197328
16429	11县区	4乡	次干路	43.73120333
16430	科技县	1乡	快速路	99.96302065
16431	科技县	3乡	支路	25.71869662
16432	科技县	4乡	次干路	41.12443292
16433	10县区	3乡	快速路	108.799481
16434	科技县	2乡	主干路	76.53112065
16435	科技县	2乡	支路	22.81145928
16436	11县区	3乡	支路	20.68641886
16437	科技县	2乡	主干路	69.63726761
16438	10县区	3乡	支路	26.72559268
16439	09县区	1乡	快速路	119.4324205
16440	09县区	4乡	主干路	66.9114546
16441	科技县	3乡	次干路	40.90502911
16442	科技县	4乡	支路	27.53951421
16443	科技县	1乡	主干路	67.37151072
16444	10县区	2乡	次干路	49.61917225
16445	10县区	4乡	支路	29.94259027
16446	11县区	3乡	快速路	95.55749085
16447	科技县	3乡	支路	29.2422276
16448	09县区	4乡	主干路	79.35362561
16449	11县区	3乡	快速路	92.01837187
16450	11县区	3乡	主干路	69.6594471
16451	11县区	4乡	支路	24.29495017
16452	09县区	4乡	次干路	40.50408422
16453	10县区	3乡	支路	27.14185059
16454	09县区	3乡	快速路	111.5150735
16455	11县区	2乡	主干路	67.5551051
16456	11县区	2乡	快速路	115.6635585
16457	11县区	4乡	次干路	36.43087452
16458	09县区	3乡	支路	29.68634533
16459	10县区	2乡	次干路	43.38393598
16460	科技县	4乡	支路	25.77481258
16461	09县区	2乡	快速路	85.89155279
16462	10县区	2乡	快速路	112.9818504
16463	10县区	4乡	次干路	34.63999224
16464	11县区	1乡	次干路	42.60557197
16465	科技县	4乡	支路	20.98577628
16466	科技县	3乡	次干路	48.25157445
16467	科技县	2乡	快速路	101.1058081
16468	10县区	2乡	快速路	107.0416921
16469	09县区	2乡	次干路	30.52669034
16470	10县区	3乡	次干路	48.15445421
16471	10县区	1乡	支路	22.87388036
16472	09县区	3乡	次干路	49.08060576
16473	11县区	3乡	主干路	53.37034078
16474	11县区	1乡	支路	27.88741828
16475	科技县	1乡	主干路	58.76949221
16476	10县区	3乡	支路	23.91049108
