道路编号	县区	乡	道路等级	速度
15329	10县区	1乡	主干路	70.00740124
15330	科技县	3乡	次干路	36.59627092
15331	11县区	1乡	主干路	58.04940907
15332	11县区	4乡	快速路	119.6603751
15333	10县区	4乡	快速路	119.0567383
15334	11县区	3乡	次干路	48.67601792
15335	11县区	1乡	快速路	112.7295712
15336	09县区	1乡	支路	24.2414952
15337	11县区	3乡	主干路	62.17568328
15338	09县区	2乡	快速路	89.95213604
15339	科技县	3乡	快速路	92.16997235
15340	科技县	1乡	主干路	59.9060082
15341	10县区	2乡	次干路	46.34698394
15342	科技县	2乡	支路	21.82227991
15343	11县区	4乡	主干路	52.10351613
15344	10县区	1乡	快速路	103.2669721
15345	科技县	1乡	次干路	42.45406756
15346	科技县	3乡	主干路	76.81818914
15347	科技县	2乡	主干路	54.1157534
15348	科技县	2乡	主干路	51.19082014
15349	10县区	2乡	快速路	118.8777686
15350	11县区	1乡	支路	28.95293571
15351	科技县	2乡	支路	20.02312427
15352	科技县	1乡	支路	27.27663002
15353	科技县	3乡	支路	27.91621109
15354	10县区	4乡	支路	26.87823016
15355	09县区	2乡	次干路	45.11876893
15356	11县区	1乡	次干路	32.69641491
15357	10县区	4乡	次干路	42.00701003
15358	11县区	3乡	支路	25.8889857
15359	10县区	4乡	快速路	94.11262252
15360	09县区	1乡	支路	27.24820333
15361	10县区	3乡	主干路	78.7736262
15362	09县区	4乡	快速路	108.0676874
15363	科技县	3乡	快速路	105.1236501
15364	10县区	1乡	次干路	49.78573868
15365	科技县	4乡	次干路	48.72266181
15366	11县区	2乡	次干路	31.15143509
15367	10县区	3乡	主干路	79.9853511
15368	11县区	3乡	快速路	109.111535
15369	11县区	2乡	快速路	85.96880102
15370	10县区	2乡	次干路	32.7325728
15371	09县区	3乡	支路	26.52411586
15372	09县区	1乡	次干路	46.49013856
15373	11县区	1乡	次干路	34.61083473
15374	11县区	4乡	支路	26.21187603
15375	09县区	2乡	次干路	37.10977199
15376	11县区	4乡	支路	28.67097578
15377	11县区	2乡	支路	27.35928307
15378	10县区	1乡	次干路	39.42936382
15379	09县区	3乡	主干路	64.5181377
15380	09县区	3乡	次干路	46.02161013
15381	科技县	2乡	支路	23.27744816
15382	10县区	3乡	主干路	57.3705665
15383	09县区	4乡	快速路	96.90791738
15384	科技县	3乡	次干路	36.63677474
15385	11县区	4乡	次干路	44.96571429
15386	11县区	4乡	主干路	64.30415641
15387	09县区	2乡	快速路	106.0090107
15388	11县区	4乡	次干路	44.96355182
15389	科技县	1乡	次干路	46.34852019
15390	10县区	4乡	支路	27.32755363
15391	11县区	4乡	支路	25.04262097
15392	10县区	3乡	快速路	82.93295105
15393	10县区	4乡	主干路	60.92490042
15394	10县区	2乡	快速路	107.6769934
15395	科技县	2乡	主干路	54.63775669
15396	科技县	4乡	主干路	54.65299461
15397	10县区	1乡	快速路	94.05162989
15398	11县区	2乡	主干路	70.3417672
15399	科技县	1乡	主干路	52.55852123
15400	11县区	4乡	主干路	75.81626418
15401	09县区	1乡	快速路	112.3391875
15402	10县区	3乡	次干路	31.71039697
15403	科技县	1乡	主干路	55.47143475
15404	09县区	1乡	支路	29.05944162
15405	11县区	4乡	次干路	39.50765321
15406	11县区	3乡	快速路	81.20236663
15407	科技县	3乡	次干路	41.40604982
15408	11县区	1乡	主干路	65.28850782
15409	11县区	3乡	次干路	37.17626585
15410	11县区	4乡	快速路	83.70481937
15411	科技县	4乡	快速路	97.38811531
15412	11县区	1乡	主干路	57.73496718
15413	09县区	4乡	快速路	101.0592594
15414	科技县	1乡	支路	29.38414377
15415	10县区	4乡	快速路	97.43345355
15416	10县区	4乡	支路	26.30177208
15417	09县区	2乡	支路	21.03155132
15418	科技县	1乡	支路	28.50740943
15419	10县区	4乡	主干路	68.05794534
15420	09县区	2乡	支路	27.39500077
15421	10县区	2乡	支路	25.51590793
15422	09县区	2乡	次干路	44.74235246
15423	科技县	3乡	主干路	72.08134792
15424	10县区	2乡	快速路	87.20467728
15425	10县区	4乡	次干路	36.60801889
15426	科技县	1乡	快速路	97.56528544
15427	11县区	4乡	快速路	90.58618443
15428	11县区	4乡	主干路	68.4671752
15429	09县区	4乡	快速路	109.5395349
15430	10县区	3乡	主干路	75.11432556
15431	科技县	3乡	主干路	58.05436684
15432	09县区	4乡	主干路	58.71799049
15433	科技县	2乡	次干路	45.40433654
15434	科技县	3乡	次干路	32.2415864
15435	10县区	2乡	次干路	32.84271417
15436	10县区	1乡	快速路	100.6198209
15437	11县区	3乡	快速路	98.4961355
15438	10县区	2乡	支路	24.50429933
15439	11县区	3乡	快速路	116.5589492
15440	科技县	2乡	次干路	34.13157864
15441	科技县	3乡	次干路	31.77309604
15442	科技县	2乡	支路	28.77917859
15443	09县区	1乡	快速路	103.8360878
15444	09县区	2乡	快速路	114.7600164
15445	10县区	1乡	快速路	88.06964098
15446	09县区	3乡	快速路	89.94562679
15447	11县区	3乡	快速路	118.8164779
15448	10县区	1乡	次干路	38.53350743
15449	10县区	2乡	支路	20.67506022
15450	10县区	1乡	支路	24.42548597
15451	11县区	2乡	支路	21.29713293
15452	10县区	1乡	支路	25.66276257
15453	10县区	1乡	主干路	64.03645177
15454	10县区	4乡	支路	21.29717576
15455	科技县	2乡	支路	28.6150194
15456	11县区	4乡	快速路	99.33655959
15457	11县区	3乡	主干路	52.75353033
15458	10县区	3乡	次干路	44.60860471
15459	11县区	3乡	支路	21.95019111
15460	09县区	4乡	支路	21.38038056
15461	11县区	2乡	次干路	32.94248048
15462	09县区	3乡	快速路	86.33362018
15463	10县区	3乡	主干路	55.54048028
15464	科技县	3乡	快速路	92.1114603
15465	科技县	3乡	快速路	83.98771633
15466	科技县	4乡	支路	27.95077746
15467	10县区	2乡	次干路	34.09307616
15468	09县区	3乡	主干路	66.63568678
15469	科技县	2乡	快速路	99.4186861
15470	09县区	3乡	支路	27.79639903
15471	09县区	3乡	快速路	117.0004508
15472	09县区	1乡	快速路	99.7173684
15473	09县区	1乡	支路	22.57874583
15474	09县区	2乡	主干路	73.32894551
15475	科技县	4乡	次干路	32.94656394
15476	科技县	4乡	快速路	103.6858829
15477	科技县	3乡	支路	29.40095548
15478	11县区	4乡	支路	20.9666856
15479	10县区	4乡	支路	29.14495355
15480	10县区	4乡	次干路	48.66495884
15481	10县区	1乡	快速路	103.0697001
15482	科技县	1乡	次干路	34.60273444
15483	09县区	3乡	次干路	42.86462191
15484	11县区	2乡	支路	27.77605274
15485	10县区	2乡	支路	22.91341761
15486	11县区	4乡	快速路	89.97626372
15487	科技县	2乡	主干路	54.58341573
15488	09县区	2乡	次干路	34.43709919
15489	11县区	2乡	次干路	37.13980865
15490	10县区	1乡	次干路	33.82426965
15491	11县区	4乡	主干路	62.74362534
15492	09县区	2乡	次干路	35.11858724
15493	10县区	4乡	快速路	103.7967977
15494	09县区	2乡	支路	26.64159688
15495	科技县	4乡	主干路	56.45034268
15496	科技县	1乡	次干路	33.8425816
15497	科技县	3乡	主干路	72.02599868
15498	科技县	4乡	快速路	97.86138711
15499	科技县	1乡	次干路	49.19315015
15500	09县区	1乡	快速路	81.62177539
15501	09县区	4乡	主干路	75.23768822
15502	09县区	2乡	主干路	70.15986468
15503	科技县	2乡	快速路	107.4427343
15504	11县区	3乡	主干路	79.22899
15505	科技县	1乡	次干路	45.09763502
15506	11县区	4乡	次干路	44.50773565
15507	09县区	3乡	次干路	31.53900808
15508	09县区	1乡	主干路	59.54958393
15509	11县区	2乡	快速路	103.5416852
15510	11县区	4乡	主干路	76.49184235
15511	10县区	3乡	支路	21.48256179
15512	科技县	2乡	次干路	32.43494185
15513	09县区	1乡	快速路	95.86574225
15514	11县区	1乡	快速路	95.26191996
15515	09县区	3乡	主干路	77.84292852
15516	09县区	3乡	次干路	40.9272043
15517	11县区	2乡	次干路	31.04466763
15518	科技县	2乡	次干路	34.20737732
15519	10县区	4乡	支路	28.94525107
15520	09县区	3乡	快速路	84.73981214
15521	09县区	4乡	支路	27.27116842
15522	10县区	1乡	快速路	100.5764561
15523	09县区	4乡	支路	25.31525457
15524	科技县	4乡	支路	26.3563544
15525	09县区	3乡	次干路	43.3675889
15526	09县区	3乡	次干路	33.15779422
15527	科技县	1乡	支路	21.20643182
15528	09县区	4乡	支路	24.14028081
15529	11县区	3乡	主干路	64.10823941
15530	09县区	2乡	支路	23.62902429
15531	10县区	1乡	支路	20.21198191
15532	10县区	4乡	支路	29.7397823
15533	11县区	3乡	次干路	32.62913391
15534	科技县	1乡	主干路	73.38942973
15535	09县区	3乡	次干路	44.32852779
15536	10县区	1乡	主干路	63.15202577
15537	科技县	1乡	次干路	32.9136457
15538	10县区	3乡	主干路	50.45353852
15539	科技县	1乡	主干路	74.87474528
15540	11县区	2乡	次干路	41.10286357
15541	11县区	1乡	次干路	46.62185881
15542	科技县	1乡	主干路	75.25391709
15543	10县区	2乡	快速路	107.3952394
15544	科技县	4乡	支路	25.55208914
15545	科技县	2乡	次干路	34.99754917
15546	10县区	1乡	主干路	74.0194937
15547	09县区	1乡	次干路	45.49410158
15548	11县区	3乡	次干路	48.41434791
15549	10县区	1乡	支路	27.84614191
15550	10县区	1乡	主干路	52.4341351
15551	科技县	4乡	次干路	44.38714853
15552	11县区	3乡	主干路	65.40705325
15553	科技县	2乡	主干路	52.79205385
15554	09县区	1乡	次干路	42.20267347
15555	10县区	1乡	主干路	52.95581303
15556	科技县	4乡	主干路	52.10930459
15557	10县区	4乡	次干路	33.73676788
15558	09县区	3乡	次干路	45.53669078
15559	10县区	4乡	快速路	96.93757566
15560	10县区	4乡	主干路	56.18750576
15561	09县区	4乡	次干路	35.290331
15562	11县区	3乡	快速路	85.72675796
15563	科技县	2乡	支路	29.49069968
15564	09县区	3乡	主干路	79.1508839
15565	11县区	2乡	次干路	45.90257435
15566	11县区	4乡	次干路	41.0654024
15567	09县区	3乡	支路	25.41981947
15568	科技县	2乡	支路	28.68086624
15569	11县区	4乡	次干路	48.63971771
15570	10县区	2乡	次干路	35.1241876
15571	科技县	1乡	主干路	79.0119864
15572	科技县	1乡	次干路	39.17362376
15573	10县区	3乡	次干路	38.03741958
15574	11县区	3乡	支路	29.52841141
15575	11县区	2乡	支路	25.21715767
15576	11县区	4乡	支路	24.20267026
15577	09县区	3乡	支路	28.02350441
15578	11县区	3乡	次干路	32.19389385
15579	10县区	4乡	主干路	53.28813875
15580	科技县	4乡	主干路	59.10088289
15581	10县区	1乡	次干路	46.62449239
15582	科技县	1乡	快速路	101.806851
15583	11县区	4乡	主干路	76.39810676
15584	09县区	1乡	支路	27.88133815
15585	09县区	1乡	主干路	72.83147362
15586	科技县	4乡	支路	20.08444223
15587	11县区	4乡	次干路	42.8796304
15588	科技县	3乡	主干路	56.79108657
15589	科技县	1乡	次干路	33.40603156
15590	11县区	3乡	主干路	69.08240966
15591	10县区	4乡	主干路	60.94623518
15592	09县区	4乡	快速路	97.61494355
15593	09县区	1乡	支路	22.08939946
15594	科技县	1乡	主干路	58.52241502
15595	11县区	3乡	快速路	89.41131527
15596	科技县	1乡	主干路	60.38362668
15597	科技县	3乡	快速路	112.3937895
15598	科技县	4乡	次干路	42.33733233
15599	10县区	1乡	次干路	49.32599321
15600	科技县	3乡	支路	22.19815635
15601	11县区	4乡	次干路	31.40166306
15602	科技县	3乡	支路	21.63704842
15603	科技县	2乡	快速路	81.19703488
15604	科技县	4乡	主干路	67.9443659
15605	10县区	1乡	主干路	62.60852543
15606	11县区	3乡	快速路	107.7109191
15607	09县区	2乡	快速路	119.7770353
15608	10县区	4乡	主干路	79.33131829
15609	11县区	2乡	快速路	80.16354453
15610	科技县	1乡	主干路	65.93734167
15611	科技县	4乡	快速路	106.6050406
15612	10县区	2乡	支路	27.3914414
15613	10县区	1乡	次干路	42.91781265
15614	11县区	4乡	次干路	34.39560433
15615	科技县	4乡	次干路	35.99903866
15616	10县区	2乡	快速路	86.35010905
15617	09县区	3乡	次干路	39.98463283
15618	11县区	1乡	主干路	74.80903111
15619	09县区	4乡	支路	29.21229945
15620	10县区	3乡	次干路	38.50836827
15621	11县区	4乡	支路	29.78539061
15622	11县区	1乡	支路	22.1801309
15623	科技县	2乡	支路	24.20931163
15624	11县区	4乡	支路	27.54316136
15625	10县区	4乡	主干路	56.96115905
15626	11县区	3乡	次干路	46.32759751
15627	10县区	2乡	次干路	41.75584812
15628	09县区	2乡	次干路	38.6323441
15629	科技县	1乡	主干路	54.16993813
15630	09县区	1乡	次干路	49.64692432
15631	科技县	1乡	支路	23.71396416
15632	10县区	2乡	主干路	67.19971606
15633	10县区	2乡	快速路	94.49004036
15634	09县区	2乡	次干路	49.2618525
15635	10县区	2乡	主干路	77.28492114
15636	09县区	3乡	次干路	40.60057035
15637	09县区	4乡	主干路	70.74914917
15638	10县区	4乡	主干路	74.71281634
15639	11县区	4乡	快速路	81.55254605
15640	09县区	2乡	支路	23.7554998
15641	11县区	3乡	支路	26.13415409
15642	11县区	4乡	次干路	48.4821253
15643	11县区	4乡	次干路	43.52647227
15644	11县区	3乡	次干路	39.53020469
15645	科技县	3乡	次干路	39.26159489
15646	11县区	1乡	次干路	45.85865567
15647	11县区	3乡	支路	26.58373737
15648	科技县	1乡	快速路	108.1273066
15649	09县区	2乡	快速路	106.1293066
15650	11县区	3乡	主干路	56.51162942
15651	11县区	2乡	快速路	83.59644119
15652	10县区	1乡	主干路	61.20633235
15653	11县区	4乡	快速路	108.9646117
15654	科技县	2乡	次干路	37.57581324
15655	11县区	3乡	支路	21.4466176
15656	科技县	3乡	次干路	30.52614888
15657	科技县	4乡	支路	26.17815259
15658	科技县	1乡	支路	20.32778073
15659	科技县	4乡	次干路	41.85420887
15660	09县区	1乡	快速路	98.14377592
15661	10县区	3乡	主干路	73.523633
15662	09县区	2乡	次干路	46.32927187
15663	11县区	1乡	快速路	84.0687858
15664	09县区	2乡	次干路	43.54188409
15665	10县区	1乡	次干路	37.13550211
15666	11县区	1乡	快速路	83.82553538
15667	10县区	3乡	主干路	55.32788547
15668	09县区	3乡	次干路	35.45380349
15669	科技县	4乡	次干路	38.61030494
15670	10县区	4乡	次干路	49.41133322
15671	科技县	2乡	快速路	101.9135726
15672	09县区	3乡	主干路	65.21379258
15673	科技县	1乡	主干路	63.29121286
15674	09县区	4乡	主干路	76.00903316
15675	09县区	2乡	快速路	93.30613181
15676	09县区	1乡	主干路	62.18917336
15677	科技县	4乡	主干路	57.40381872
15678	科技县	3乡	支路	28.13070168
15679	09县区	4乡	快速路	115.5893673
15680	科技县	3乡	快速路	89.70847157
15681	11县区	3乡	快速路	104.1151728
15682	09县区	4乡	主干路	70.50253784
15683	科技县	2乡	支路	27.00486218
15684	10县区	3乡	次干路	37.74440812
15685	科技县	2乡	快速路	106.6004319
15686	科技县	2乡	次干路	41.23490499
15687	科技县	2乡	支路	29.84285698
15688	科技县	3乡	支路	24.2915182
15689	09县区	2乡	支路	25.96759382
15690	科技县	3乡	快速路	81.13166412
15691	11县区	4乡	次干路	45.50562179
15692	10县区	1乡	主干路	68.45720229
15693	10县区	1乡	次干路	49.44782326
15694	09县区	1乡	次干路	33.93644132
15695	10县区	2乡	次干路	35.5244385
15696	科技县	3乡	主干路	62.31932606
15697	科技县	4乡	主干路	63.18088784
15698	科技县	3乡	主干路	76.5171676
15699	科技县	4乡	次干路	30.85011024
15700	09县区	1乡	快速路	96.08511177
15701	11县区	4乡	次干路	43.26587115
15702	09县区	4乡	主干路	73.29085601
15703	09县区	1乡	支路	21.72654166
15704	10县区	1乡	快速路	106.2658406
15705	11县区	1乡	支路	22.60245214
15706	科技县	2乡	次干路	46.13871465
15707	11县区	3乡	快速路	92.79334023
15708	11县区	3乡	次干路	47.42735025
15709	科技县	4乡	主干路	60.56873111
15710	11县区	2乡	主干路	57.23638864
15711	09县区	4乡	主干路	76.65886514
15712	科技县	3乡	主干路	63.57547764
15713	11县区	2乡	快速路	108.8231568
15714	10县区	1乡	主干路	63.08982848
15715	09县区	4乡	支路	25.37369683
15716	科技县	3乡	次干路	33.31807312
15717	09县区	1乡	次干路	38.45006145
15718	11县区	1乡	支路	25.89155674
15719	10县区	4乡	支路	23.063277
15720	科技县	1乡	快速路	93.02468715
15721	11县区	1乡	次干路	46.13530495
15722	10县区	3乡	支路	23.54644811
15723	09县区	2乡	支路	24.5577456
15724	10县区	4乡	支路	28.79055789
15725	09县区	1乡	快速路	83.66436766
15726	09县区	1乡	支路	25.35240192
15727	11县区	3乡	主干路	71.3212113
15728	11县区	3乡	快速路	101.1144976
15729	11县区	3乡	主干路	54.8778325
15730	11县区	3乡	次干路	32.64848938
15731	10县区	1乡	主干路	61.73669749
15732	10县区	4乡	快速路	85.52552915
15733	科技县	3乡	支路	24.26978362
15734	09县区	4乡	次干路	32.57393058
15735	09县区	3乡	主干路	75.91142974
15736	09县区	1乡	次干路	42.93582019
15737	10县区	4乡	支路	26.57428929
15738	09县区	2乡	支路	26.55664696
15739	11县区	1乡	快速路	103.0260005
15740	11县区	3乡	次干路	46.34535425
15741	科技县	2乡	支路	22.70063313
15742	科技县	1乡	快速路	113.1908791
15743	09县区	4乡	次干路	35.25025683
15744	10县区	3乡	次干路	39.68222844
15745	11县区	2乡	支路	25.17490149
15746	09县区	3乡	支路	25.2618435
15747	11县区	4乡	主干路	62.45878806
15748	09县区	1乡	次干路	45.28055894
15749	科技县	1乡	支路	24.15578996
15750	10县区	2乡	支路	25.22339392
15751	11县区	4乡	快速路	107.7289583
15752	09县区	1乡	主干路	56.24055364
15753	11县区	2乡	快速路	86.89016661
15754	11县区	2乡	次干路	36.00381941
15755	09县区	4乡	次干路	41.25007857
15756	11县区	1乡	次干路	45.68012752
15757	11县区	2乡	主干路	63.37854064
15758	科技县	1乡	支路	25.87935765
15759	科技县	1乡	主干路	64.01233546
15760	科技县	3乡	快速路	94.63883643
15761	11县区	4乡	次干路	43.57554708
15762	09县区	3乡	快速路	111.8250079
15763	11县区	4乡	主干路	71.41096612
15764	10县区	1乡	快速路	100.6541646
15765	11县区	3乡	主干路	74.19303663
15766	09县区	3乡	次干路	31.09222464
15767	科技县	4乡	主干路	50.27502941
15768	10县区	4乡	次干路	34.00521063
15769	10县区	3乡	快速路	96.71497858
15770	09县区	4乡	次干路	33.7019728
15771	11县区	1乡	次干路	39.71907485
15772	11县区	1乡	快速路	100.6894122
15773	11县区	2乡	主干路	64.51170314
15774	科技县	4乡	次干路	45.05568795
15775	科技县	1乡	支路	27.64146278
15776	科技县	1乡	主干路	58.58083707
15777	11县区	2乡	支路	20.95449073
15778	科技县	2乡	快速路	100.5575826
15779	科技县	3乡	支路	21.00587608
15780	11县区	3乡	快速路	117.2394756
15781	09县区	1乡	快速路	119.8110623
15782	09县区	2乡	快速路	93.88092967
15783	10县区	2乡	主干路	64.56765674
15784	09县区	3乡	支路	20.8783942
15785	09县区	4乡	主干路	79.19037002
15786	10县区	4乡	支路	24.63100321
15787	09县区	2乡	主干路	76.25740745
15788	09县区	3乡	支路	28.21304084
15789	09县区	3乡	快速路	84.73077724
15790	11县区	3乡	支路	28.15953262
15791	科技县	4乡	主干路	61.85686465
15792	09县区	2乡	次干路	33.96444276
15793	09县区	1乡	主干路	58.42138146
15794	科技县	2乡	次干路	45.01349851
15795	09县区	1乡	主干路	67.5592715
15796	09县区	4乡	主干路	62.84240744
15797	09县区	3乡	主干路	64.6318042
15798	10县区	4乡	主干路	60.02738759
15799	10县区	4乡	主干路	57.52996645
15800	科技县	2乡	主干路	55.35421893
15801	10县区	2乡	快速路	101.4981983
15802	11县区	4乡	次干路	46.11117842
15803	11县区	1乡	次干路	38.920549
15804	09县区	4乡	主干路	67.92020187
15805	10县区	4乡	主干路	58.04443737
15806	科技县	3乡	快速路	117.1723113
15807	09县区	1乡	次干路	41.58036763
15808	10县区	2乡	快速路	107.6472106
15809	11县区	3乡	主干路	57.08444804
15810	10县区	1乡	次干路	46.91408297
15811	科技县	1乡	快速路	82.54919561
15812	09县区	2乡	快速路	98.16808481
15813	09县区	1乡	主干路	51.00809581
15814	10县区	1乡	快速路	80.23400762
15815	11县区	2乡	支路	28.0634495
15816	11县区	1乡	快速路	82.76923001
15817	11县区	1乡	快速路	99.56405189
15818	科技县	4乡	支路	24.54423366
15819	09县区	4乡	次干路	42.86711752
15820	科技县	1乡	支路	25.72994469
15821	11县区	1乡	主干路	56.30728299
15822	10县区	3乡	支路	24.74332878
15823	11县区	4乡	主干路	62.26499105
15824	11县区	4乡	主干路	66.71122544
15825	10县区	2乡	支路	24.94571741
15826	11县区	1乡	主干路	77.15302486
15827	科技县	2乡	支路	26.11834836
15828	10县区	3乡	次干路	42.21066626
15829	09县区	1乡	次干路	47.88422682
15830	科技县	4乡	主干路	64.28573029
15831	11县区	1乡	支路	23.04902709
15832	10县区	2乡	主干路	51.35735636
15833	科技县	2乡	快速路	114.7303525
15834	09县区	1乡	次干路	40.46315352
15835	09县区	3乡	快速路	110.0197914
15836	09县区	2乡	次干路	47.83518766
15837	11县区	2乡	支路	21.62325341
15838	10县区	1乡	主干路	71.3658378
15839	09县区	3乡	快速路	106.2396991
15840	09县区	2乡	快速路	96.83321956
15841	11县区	3乡	次干路	40.32734306
15842	09县区	3乡	快速路	92.37141647
15843	09县区	2乡	主干路	72.48102213
15844	科技县	3乡	快速路	88.89624626
15845	10县区	4乡	主干路	68.62626057
15846	11县区	4乡	支路	25.32959656
15847	科技县	3乡	支路	23.21788837
15848	科技县	2乡	支路	23.72031698
15849	10县区	3乡	次干路	40.41895072
15850	11县区	2乡	主干路	63.38732318
15851	11县区	1乡	快速路	119.1864465
15852	科技县	2乡	主干路	77.657892
15853	09县区	2乡	主干路	67.28469785
15854	11县区	2乡	主干路	65.30731557
15855	10县区	3乡	主干路	75.61702839
15856	11县区	2乡	次干路	43.34529123
15857	09县区	2乡	主干路	79.20584693
15858	11县区	3乡	快速路	118.4872314
15859	11县区	1乡	主干路	53.93851795
15860	10县区	2乡	主干路	65.53854423
15861	科技县	2乡	快速路	110.3222315
15862	09县区	1乡	支路	27.9790819
15863	11县区	2乡	次干路	39.60859348
15864	11县区	1乡	支路	24.49862708
15865	09县区	1乡	快速路	91.42528693
15866	科技县	1乡	主干路	50.51021079
15867	科技县	1乡	次干路	43.16980809
15868	09县区	2乡	主干路	75.60711523
15869	10县区	2乡	快速路	114.4413021
15870	科技县	3乡	支路	22.03718829
15871	科技县	2乡	主干路	61.90267094
15872	10县区	2乡	次干路	32.94717659
15873	09县区	2乡	主干路	55.22271167
15874	10县区	3乡	次干路	47.96532387
15875	10县区	2乡	快速路	101.1076509
15876	09县区	3乡	主干路	70.60907126
15877	11县区	2乡	次干路	42.48867812
15878	09县区	2乡	支路	29.92062447
15879	10县区	3乡	支路	20.26459152
15880	10县区	1乡	快速路	109.7865068
15881	10县区	3乡	支路	24.94795435
15882	09县区	2乡	次干路	33.8559779
15883	科技县	1乡	快速路	86.20795683
15884	09县区	2乡	次干路	48.82422229
15885	11县区	4乡	次干路	38.24820139
15886	11县区	3乡	支路	25.7950732
15887	09县区	1乡	支路	26.34397927
15888	09县区	3乡	主干路	55.89115578
15889	科技县	3乡	主干路	72.19402218
15890	科技县	2乡	快速路	118.3368536
15891	10县区	3乡	次干路	32.57809467
15892	10县区	3乡	主干路	66.72711874
15893	09县区	3乡	支路	23.82789379
15894	10县区	3乡	支路	24.92257686
15895	09县区	1乡	次干路	49.58326352
15896	科技县	2乡	快速路	85.13453419
15897	09县区	1乡	支路	23.62189096
15898	09县区	4乡	次干路	35.58761628
15899	科技县	4乡	次干路	49.24228801
15900	科技县	4乡	次干路	41.3145892
15901	11县区	3乡	快速路	110.9848644
15902	10县区	1乡	主干路	59.15034491
15903	09县区	3乡	次干路	37.48758555
15904	科技县	2乡	支路	25.59221975
15905	11县区	2乡	支路	28.5918679
15906	11县区	4乡	快速路	95.37647155
15907	09县区	2乡	次干路	34.78112938
15908	科技县	1乡	支路	26.06154392
15909	09县区	1乡	次干路	41.5275368
15910	10县区	4乡	次干路	35.20759378
15911	09县区	2乡	快速路	113.3045071
15912	09县区	4乡	次干路	48.40278024
15913	科技县	3乡	快速路	97.76987269
15914	11县区	4乡	支路	20.66450478
15915	11县区	1乡	支路	22.20026764
15916	科技县	2乡	支路	24.16142886
15917	11县区	2乡	主干路	55.17965284
15918	10县区	2乡	主干路	75.59895103
15919	09县区	4乡	次干路	36.32638916
15920	11县区	2乡	主干路	50.47283392
15921	11县区	3乡	主干路	68.59812636
15922	09县区	2乡	支路	22.11629147
15923	科技县	2乡	快速路	94.89870133
15924	11县区	2乡	次干路	42.60777679
15925	09县区	3乡	快速路	86.75147156
15926	09县区	4乡	快速路	96.95994339
15927	10县区	3乡	支路	28.80223709
15928	09县区	3乡	主干路	76.53420131
15929	11县区	3乡	主干路	74.11668376
15930	科技县	4乡	次干路	46.80099392
15931	11县区	2乡	次干路	39.54550269
15932	09县区	2乡	支路	27.60090911
15933	10县区	2乡	支路	23.99739841
15934	10县区	3乡	支路	25.75878481
15935	11县区	1乡	快速路	94.72598765
15936	11县区	2乡	支路	22.41833067
15937	科技县	2乡	主干路	62.09440633
15938	10县区	2乡	次干路	48.61725008
15939	11县区	3乡	次干路	45.39176043
15940	科技县	3乡	次干路	31.04186058
15941	09县区	3乡	主干路	51.45522259
15942	科技县	4乡	主干路	62.58335107
15943	09县区	1乡	快速路	102.2363235
15944	09县区	4乡	次干路	30.72017567
15945	11县区	4乡	快速路	119.4766535
15946	科技县	2乡	主干路	59.34934443
15947	09县区	3乡	次干路	35.28104382
15948	科技县	3乡	主干路	68.82490861
15949	09县区	3乡	快速路	99.23777871
15950	09县区	3乡	快速路	97.92183241
15951	10县区	4乡	主干路	70.95284642
15952	10县区	3乡	主干路	53.43371876
15953	10县区	3乡	支路	27.64545966
15954	09县区	1乡	快速路	112.8402939
15955	10县区	1乡	快速路	111.1297343
15956	11县区	1乡	支路	26.21492139
15957	科技县	3乡	次干路	42.26239748
15958	科技县	3乡	主干路	66.22464698
15959	科技县	1乡	主干路	66.98175907
15960	11县区	1乡	支路	29.20780048
15961	09县区	4乡	主干路	60.35900277
15962	09县区	2乡	次干路	39.33376476
15963	科技县	1乡	快速路	114.1042416
15964	09县区	4乡	快速路	88.69640194
15965	10县区	3乡	支路	28.94651711
15966	09县区	3乡	次干路	33.09948696
15967	10县区	1乡	主干路	65.0690048
15968	11县区	3乡	支路	28.04804016
15969	11县区	4乡	快速路	86.05973896
15970	10县区	1乡	主干路	55.55187335
15971	10县区	4乡	次干路	35.6792908
15972	09县区	3乡	快速路	118.3324045
15973	科技县	4乡	支路	26.9427
15974	11县区	4乡	快速路	94.63589045
15975	科技县	3乡	快速路	113.9401977
15976	科技县	4乡	支路	29.82478385
15977	科技县	1乡	支路	26.31416758
15978	11县区	3乡	快速路	102.2174285
15979	11县区	3乡	次干路	47.21218514
15980	09县区	2乡	支路	26.61171836
15981	科技县	2乡	次干路	39.84908073
15982	11县区	1乡	支路	24.24517819
15983	科技县	3乡	支路	23.94373561
15984	科技县	4乡	快速路	81.2090078
15985	09县区	3乡	主干路	67.73595034
15986	科技县	1乡	快速路	116.2716857
15987	09县区	3乡	主干路	73.24783258
15988	09县区	1乡	主干路	76.48842814
15989	11县区	4乡	支路	21.63840012
15990	09县区	1乡	快速路	102.2105725
15991	09县区	2乡	次干路	46.6197795
15992	11县区	1乡	次干路	31.64540546
15993	10县区	1乡	支路	21.25638211
15994	09县区	2乡	支路	23.12070386
15995	11县区	1乡	支路	28.77714885
15996	11县区	3乡	次干路	45.69164901
15997	科技县	1乡	支路	27.91519382
15998	09县区	1乡	主干路	75.07824501
15999	科技县	4乡	快速路	108.4678282
16000	科技县	2乡	支路	24.28837821
16001	09县区	3乡	支路	26.31910449
