道路编号	县区	道路等级	速度
16383	10县区	主干路	51.31565657
16384	10县区	次干路	35.9918441
16385	10县区	主干路	72.14014605
16386	11县区	支路	25.56854233
16387	09县区	主干路	67.07690464
16388	09县区	支路	22.9033723
16389	09县区	次干路	36.20785044
16390	科技县	快速路	109.8097054
16391	10县区	主干路	50.97359056
16392	科技县	主干路	68.9914981
16393	11县区	快速路	90.58387641
16394	科技县	次干路	44.93239656
16395	11县区	主干路	67.56098986
16396	科技县	主干路	65.44955216
16397	10县区	快速路	114.9214947
16398	科技县	主干路	64.45879175
16399	11县区	快速路	106.9609413
16400	10县区	次干路	39.28592467
16401	09县区	主干路	67.40912033
16402	11县区	快速路	117.7057337
16403	09县区	次干路	39.34468272
16404	10县区	主干路	68.27186408
16405	09县区	主干路	52.47113849
16406	10县区	次干路	37.60771176
16407	11县区	主干路	59.88682921
16408	11县区	支路	21.71452067
16409	09县区	主干路	72.48170679
16410	10县区	支路	28.92132244
16411	09县区	次干路	31.28531364
16412	11县区	次干路	40.56428587
16413	10县区	次干路	38.38551073
16414	11县区	次干路	41.94675954
16415	09县区	支路	23.51331433
16416	11县区	快速路	89.80760906
16417	11县区	快速路	85.92984766
16418	11县区	主干路	65.07504149
16419	11县区	主干路	50.83907995
16420	09县区	快速路	119.1422476
16421	09县区	支路	26.19081481
16422	10县区	次干路	36.9344782
16423	09县区	次干路	47.81386656
16424	09县区	主干路	67.37979392
16425	09县区	支路	28.77088813
16426	11县区	次干路	36.57186126
16427	11县区	次干路	36.59136492
16428	09县区	主干路	61.94946651
16429	11县区	次干路	32.83683223
16430	科技县	支路	22.22833283
16431	科技县	快速路	107.3245449
16432	11县区	次干路	36.53943136
16433	11县区	主干路	79.09425968
16434	11县区	次干路	48.4434515
16435	09县区	支路	23.92762072
16436	10县区	支路	27.71416259
16437	11县区	主干路	77.84685354
16438	11县区	主干路	65.92362983
16439	09县区	支路	22.22726254
16440	科技县	次干路	42.07412417
16441	10县区	快速路	83.50735819
16442	科技县	支路	26.80797184
16443	10县区	支路	23.04896658
16444	科技县	主干路	52.72694549
16445	11县区	次干路	41.33638286
16446	11县区	支路	22.05334533
16447	09县区	主干路	56.84433224
16448	科技县	主干路	59.12556373
16449	科技县	快速路	101.2150637
16450	11县区	快速路	86.13435061
16451	科技县	快速路	89.26330359
16452	10县区	次干路	41.29789772
16453	09县区	支路	29.42600998
16454	10县区	快速路	88.69007622
16455	09县区	主干路	70.85992068
16456	11县区	支路	22.27272646
16457	11县区	主干路	78.89221044
16458	11县区	次干路	30.25316186
16459	科技县	快速路	98.48069014
16460	11县区	次干路	38.42681294
16461	10县区	次干路	46.85878507
16462	10县区	次干路	31.19489679
16463	11县区	次干路	36.74213449
16464	09县区	快速路	93.7611139
16465	科技县	支路	20.52101162
16466	科技县	快速路	92.61007027
16467	11县区	次干路	47.60599277
16468	科技县	次干路	45.05302403
16469	科技县	主干路	66.81664593
16470	科技县	次干路	41.7916815
16471	10县区	主干路	56.08272914
16472	09县区	主干路	68.71349589
16473	09县区	支路	24.94833893
16474	科技县	次干路	30.84887177
16475	10县区	主干路	50.04409763
16476	09县区	次干路	49.04016616
16477	10县区	快速路	100.4191236
16478	09县区	快速路	86.89218374
16479	10县区	主干路	78.06567973
16480	11县区	主干路	55.25340896
16481	科技县	主干路	58.56022924
16482	09县区	快速路	115.5089148
16483	09县区	次干路	30.35043054
16484	09县区	主干路	74.12537914
16485	科技县	次干路	41.43290984
16486	10县区	主干路	70.33704494
16487	09县区	次干路	32.47550634
16488	10县区	次干路	40.22660454
16489	11县区	主干路	59.54340748
16490	11县区	快速路	83.14194205
16491	科技县	支路	22.77176068
16492	科技县	支路	25.60052291
16493	11县区	快速路	92.67342837
16494	11县区	快速路	109.609173
16495	11县区	支路	24.87084942
16496	09县区	快速路	106.9822859
16497	科技县	主干路	53.15397734
16498	11县区	次干路	45.83356707
16499	科技县	次干路	41.99756801
16500	09县区	快速路	110.4819161
16501	科技县	快速路	80.34894572
16502	11县区	支路	26.34280284
16503	09县区	主干路	70.7759039
16504	科技县	支路	28.72871318
16505	10县区	快速路	103.5736866
16506	10县区	次干路	32.31651849
16507	科技县	快速路	85.69444288
16508	09县区	主干路	79.10506223
16509	09县区	次干路	46.85653067
16510	09县区	主干路	50.84543007
16511	科技县	快速路	109.0775484
16512	09县区	次干路	44.13635264
16513	11县区	次干路	36.73759311
16514	11县区	次干路	43.88611745
16515	11县区	主干路	65.1996344
16516	09县区	主干路	64.24860985
16517	11县区	支路	24.8939938
16518	10县区	次干路	41.57198806
16519	10县区	支路	24.76121553
16520	10县区	快速路	114.2413299
16521	10县区	主干路	75.27004309
16522	09县区	主干路	75.7594984
16523	09县区	次干路	34.09274735
16524	11县区	次干路	46.08728156
16525	科技县	次干路	44.37228462
16526	09县区	次干路	30.96941361
16527	10县区	快速路	96.2178806
16528	11县区	快速路	92.66913035
16529	10县区	快速路	112.9396476
16530	11县区	次干路	34.05832755
16531	09县区	主干路	75.84261607
16532	10县区	主干路	67.32298893
16533	09县区	快速路	110.6914525
16534	09县区	支路	25.28495205
16535	科技县	支路	20.04040607
16536	科技县	快速路	87.99173146
16537	10县区	支路	21.3206477
16538	11县区	支路	24.59412851
16539	10县区	快速路	82.67366565
16540	11县区	支路	23.97604889
16541	科技县	支路	22.73305939
16542	11县区	主干路	69.69930588
16543	科技县	主干路	76.27933392
16544	11县区	快速路	107.4983614
16545	10县区	快速路	113.6348258
16546	科技县	支路	29.26857711
16547	09县区	主干路	70.15864717
16548	10县区	次干路	37.76866006
16549	科技县	次干路	42.99070267
16550	11县区	快速路	116.7602336
16551	科技县	主干路	59.60657794
16552	10县区	快速路	94.98086399
16553	09县区	支路	23.95165466
16554	11县区	快速路	90.83410674
16555	科技县	快速路	92.32689752
16556	科技县	次干路	34.07829443
16557	09县区	次干路	31.22981731
16558	科技县	快速路	90.51115744
16559	10县区	次干路	30.70737366
16560	科技县	主干路	76.17987337
16561	09县区	快速路	113.7922136
16562	科技县	次干路	37.28809662
16563	10县区	次干路	32.03694574
16564	科技县	主干路	66.44627098
16565	10县区	次干路	48.46285084
16566	10县区	主干路	52.44868947
16567	11县区	支路	25.05194567
16568	11县区	支路	28.6610529
16569	09县区	快速路	95.4445334
16570	09县区	主干路	62.53663407
16571	科技县	主干路	69.76880899
16572	09县区	支路	21.05383429
16573	09县区	次干路	45.74329488
16574	11县区	快速路	84.77406808
16575	09县区	次干路	43.296863
16576	10县区	主干路	71.34250649
16577	11县区	主干路	63.80736922
16578	09县区	支路	28.69833852
16579	09县区	次干路	40.30820248
16580	11县区	支路	21.51428361
16581	11县区	快速路	101.240898
16582	11县区	主干路	74.63724569
16583	09县区	支路	23.34947527
16584	科技县	主干路	62.35845183
16585	11县区	支路	21.88074382
16586	10县区	次干路	37.79683369
16587	11县区	支路	23.92328177
16588	科技县	快速路	84.38156594
16589	科技县	支路	24.80596053
16590	10县区	支路	21.54249975
16591	科技县	快速路	105.6386403
16592	科技县	主干路	56.99527863
16593	09县区	次干路	33.06666971
16594	科技县	支路	26.14882948
16595	11县区	快速路	117.2798944
16596	10县区	快速路	113.516893
16597	10县区	快速路	95.96314649
16598	科技县	支路	29.55294531
16599	科技县	主干路	56.85674645
16600	科技县	主干路	79.03614253
16601	09县区	快速路	107.4725457
16602	10县区	次干路	33.83959288
16603	09县区	主干路	57.11242011
16604	09县区	次干路	42.6280007
16605	11县区	次干路	37.94492989
16606	科技县	次干路	49.59671399
16607	11县区	主干路	78.24756822
16608	11县区	支路	29.152461
16609	10县区	支路	25.74741309
16610	09县区	次干路	33.69210464
16611	09县区	支路	29.53914161
16612	09县区	快速路	92.0191017
16613	11县区	次干路	44.66625098
16614	10县区	次干路	43.82044628
16615	11县区	支路	20.27930193
16616	科技县	主干路	52.48929538
16617	11县区	主干路	71.47340346
16618	11县区	支路	29.88370214
16619	10县区	支路	28.76513829
16620	10县区	快速路	110.2382883
16621	10县区	主干路	62.67182048
16622	10县区	主干路	68.65752844
16623	09县区	快速路	108.262812
16624	10县区	支路	25.56978865
16625	10县区	主干路	58.9670971
16626	11县区	快速路	108.8651933
16627	09县区	次干路	43.4944605
16628	科技县	快速路	94.97007502
16629	09县区	支路	20.962673
16630	09县区	支路	26.34520872
16631	科技县	次干路	43.62901496
16632	11县区	主干路	64.85134545
16633	09县区	快速路	85.20999887
16634	11县区	快速路	117.9848009
16635	10县区	主干路	62.75953457
16636	11县区	次干路	48.46600924
16637	11县区	次干路	49.16423366
16638	11县区	主干路	67.44841788
16639	10县区	主干路	72.60832972
16640	10县区	主干路	77.66974741
16641	科技县	主干路	50.75218455
16642	11县区	支路	21.53426279
16643	11县区	主干路	66.20273718
16644	09县区	支路	26.70425933
16645	科技县	主干路	71.06668292
16646	科技县	主干路	76.26375871
16647	11县区	快速路	117.4127496
16648	11县区	快速路	105.1530081
16649	11县区	支路	24.64971383
16650	科技县	快速路	97.53383214
16651	科技县	次干路	32.63256754
16652	11县区	支路	23.70586077
16653	09县区	快速路	95.94481323
16654	科技县	快速路	119.7151769
16655	10县区	次干路	38.72764841
16656	09县区	支路	24.0626588
16657	11县区	支路	25.11313749
16658	11县区	次干路	35.53895962
16659	10县区	次干路	42.13380633
16660	09县区	支路	24.07503607
16661	科技县	次干路	35.18267906
16662	科技县	快速路	100.6030181
16663	科技县	主干路	68.38316949
16664	科技县	快速路	99.42841596
16665	科技县	主干路	62.13329814
16666	科技县	快速路	116.150212
16667	11县区	支路	29.73848495
16668	11县区	快速路	90.1509979
16669	09县区	支路	25.53133938
16670	科技县	主干路	75.14677558
16671	09县区	支路	28.20067676
16672	10县区	次干路	35.76525553
16673	科技县	主干路	74.72162817
16674	09县区	快速路	117.053182
16675	11县区	快速路	87.71943464
16676	科技县	支路	26.08102193
16677	10县区	支路	28.2303135
16678	科技县	次干路	39.24252416
16679	10县区	快速路	82.28976989
16680	10县区	主干路	68.35730873
16681	11县区	支路	22.8773124
16682	科技县	主干路	50.6809262
16683	科技县	快速路	116.3705605
16684	11县区	主干路	70.05536064
16685	09县区	快速路	106.2532763
16686	09县区	主干路	64.86953282
16687	11县区	次干路	39.4380839
16688	11县区	主干路	53.77643619
16689	科技县	次干路	30.69655857
16690	10县区	快速路	110.4982008
16691	10县区	次干路	40.53301596
16692	科技县	次干路	39.51169234
16693	11县区	主干路	68.87009903
16694	11县区	快速路	113.3368435
16695	11县区	支路	25.18469914
16696	10县区	快速路	91.66329531
16697	10县区	快速路	111.5907248
16698	10县区	主干路	56.99655701
16699	10县区	支路	25.03749858
16700	11县区	次干路	35.22969357
16701	11县区	次干路	43.54421688
16702	09县区	快速路	80.21550401
16703	科技县	次干路	34.94328844
16704	科技县	次干路	34.58263214
16705	科技县	支路	22.6113512
16706	09县区	次干路	47.26730327
16707	10县区	次干路	38.84603807
16708	10县区	主干路	50.39796167
16709	11县区	主干路	57.05089008
16710	11县区	次干路	45.50511855
16711	09县区	主干路	54.35874963
16712	09县区	主干路	61.80972814
16713	11县区	支路	20.47008557
16714	10县区	次干路	46.90252598
16715	科技县	支路	29.54055396
16716	09县区	次干路	45.66363043
16717	11县区	主干路	53.69977897
16718	10县区	快速路	116.6551925
16719	科技县	主干路	62.6196053
16720	11县区	快速路	109.28044
16721	科技县	快速路	97.44303166
16722	09县区	支路	22.51012788
16723	11县区	次干路	49.51853707
16724	10县区	主干路	52.29846911
16725	10县区	次干路	31.99080322
16726	科技县	主干路	65.97738291
16727	11县区	主干路	73.59285479
16728	科技县	主干路	62.36669143
16729	11县区	次干路	43.97327393
16730	10县区	次干路	44.27430526
16731	10县区	主干路	75.82940031
16732	10县区	快速路	104.8426749
16733	10县区	快速路	83.14728429
16734	10县区	主干路	74.00670197
16735	11县区	次干路	31.90813484
16736	科技县	支路	22.7888569
16737	科技县	支路	25.13854359
16738	科技县	快速路	89.44641437
16739	科技县	支路	29.88546293
16740	09县区	次干路	34.38848186
16741	11县区	主干路	70.76673441
16742	11县区	支路	26.0168662
16743	11县区	次干路	42.99139716
16744	10县区	快速路	85.95498303
16745	09县区	快速路	102.2995616
16746	科技县	次干路	49.81462669
16747	科技县	次干路	46.5099229
16748	科技县	次干路	43.71540929
16749	科技县	支路	24.47620174
16750	10县区	支路	23.37680794
16751	10县区	次干路	40.33594782
16752	09县区	快速路	116.7984385
16753	09县区	次干路	49.83996827
16754	科技县	主干路	56.46739505
16755	09县区	支路	22.69614299
16756	科技县	快速路	119.2382676
16757	科技县	支路	26.42450668
16758	11县区	次干路	42.85604993
16759	11县区	支路	26.04540088
16760	09县区	支路	29.81484472
16761	10县区	主干路	53.43280462
16762	10县区	主干路	66.6135342
16763	科技县	主干路	56.02423077
16764	10县区	次干路	31.44201575
16765	10县区	主干路	63.88898508
16766	11县区	支路	24.08345564
16767	09县区	主干路	58.44865811
16768	09县区	次干路	44.27642863
16769	09县区	次干路	44.87248797
16770	11县区	支路	25.39111683
16771	11县区	快速路	111.6571275
16772	09县区	主干路	62.76615172
16773	10县区	支路	29.40150671
16774	10县区	次干路	35.72932739
16775	11县区	快速路	106.7843158
16776	科技县	次干路	45.62920419
16777	10县区	支路	26.59306121
16778	科技县	快速路	105.6045456
16779	科技县	支路	28.46836538
16780	科技县	快速路	96.57962018
16781	11县区	支路	22.7192092
16782	科技县	支路	27.7556013
16783	11县区	主干路	52.75816656
16784	10县区	快速路	103.8389694
16785	09县区	快速路	107.1937042
16786	11县区	快速路	111.8070863
16787	09县区	支路	23.04193148
16788	科技县	快速路	86.98382459
16789	科技县	快速路	94.89086841
16790	09县区	主干路	75.88862243
16791	10县区	主干路	67.54842642
16792	09县区	支路	25.00245076
16793	科技县	主干路	53.49051084
16794	10县区	快速路	113.127065
16795	11县区	主干路	63.01906211
16796	科技县	次干路	31.50220322
16797	09县区	快速路	94.68499374
16798	10县区	快速路	101.5132938
16799	09县区	快速路	96.37936632
16800	09县区	支路	28.35875922
16801	09县区	快速路	100.4253511
16802	科技县	支路	21.81483617
16803	10县区	快速路	109.2791253
16804	11县区	支路	23.81349515
16805	09县区	快速路	81.65781532
16806	11县区	次干路	43.9358369
16807	11县区	支路	29.24894291
16808	10县区	次干路	34.50041018
16809	11县区	主干路	55.91360573
16810	09县区	支路	29.68378735
16811	11县区	主干路	58.10357866
16812	11县区	快速路	109.0682538
16813	09县区	支路	20.80019275
16814	科技县	支路	26.3216169
16815	11县区	主干路	67.61095195
16816	09县区	快速路	99.32230484
16817	11县区	支路	26.94970891
16818	10县区	主干路	66.63289401
16819	09县区	支路	21.77392418
16820	10县区	主干路	67.08012895
16821	09县区	次干路	38.46438669
16822	科技县	快速路	90.57794313
16823	09县区	支路	20.23092736
16824	09县区	主干路	78.07979513
16825	11县区	次干路	44.19274846
16826	科技县	快速路	93.86233525
16827	10县区	快速路	91.65170508
16828	09县区	主干路	65.61962304
16829	科技县	快速路	116.3502557
16830	10县区	快速路	91.05106779
16831	科技县	支路	20.51935295
16832	09县区	支路	27.37575846
16833	11县区	快速路	112.7636056
16834	09县区	支路	24.12949005
16835	11县区	次干路	36.69971546
16836	09县区	次干路	34.37928996
16837	科技县	次干路	42.59194914
16838	科技县	支路	27.68768614
16839	11县区	主干路	53.14508909
16840	09县区	次干路	36.13524868
16841	09县区	支路	27.67703624
16842	10县区	支路	29.22944174
16843	10县区	次干路	36.51622625
16844	11县区	支路	20.40483826
16845	11县区	支路	23.70641097
16846	11县区	主干路	55.87683622
16847	科技县	快速路	81.24762582
16848	11县区	快速路	86.07668648
16849	科技县	主干路	57.11220127
16850	科技县	支路	29.46150571
16851	科技县	主干路	77.47918656
16852	11县区	主干路	58.62505347
16853	科技县	支路	27.05185055
16854	11县区	次干路	42.10439505
16855	09县区	次干路	34.84148329
16856	10县区	主干路	65.96907117
16857	科技县	支路	26.33312917
16858	10县区	快速路	101.9850777
16859	09县区	次干路	40.73630567
16860	10县区	快速路	86.33648891
16861	10县区	次干路	49.50616411
16862	09县区	快速路	111.360181
16863	09县区	次干路	49.4307
16864	科技县	快速路	86.5809734
16865	10县区	次干路	35.03445736
16866	科技县	支路	26.39771937
16867	11县区	次干路	48.37037822
16868	11县区	主干路	51.67852274
16869	09县区	快速路	113.2384195
16870	09县区	快速路	98.31326068
16871	09县区	快速路	118.890226
16872	科技县	主干路	52.69575271
16873	10县区	次干路	44.67918539
16874	09县区	快速路	111.1708955
16875	11县区	支路	21.08790856
16876	10县区	次干路	36.5657607
16877	09县区	快速路	89.59029607
16878	10县区	次干路	36.0424729
16879	科技县	主干路	60.77735223
16880	科技县	次干路	41.69622671
16881	11县区	支路	28.84318594
16882	11县区	主干路	52.99778435
16883	09县区	支路	24.9934291
16884	10县区	支路	26.86428388
16885	11县区	快速路	107.4564616
16886	09县区	快速路	85.3271807
16887	10县区	支路	29.1511152
16888	11县区	次干路	36.68814689
16889	09县区	支路	25.02173018
16890	11县区	支路	29.26941222
16891	科技县	次干路	44.428075
16892	10县区	快速路	110.6886701
16893	09县区	快速路	89.55996404
16894	10县区	主干路	67.58665896
16895	09县区	次干路	31.84343303
16896	11县区	次干路	31.3825527
16897	11县区	支路	27.26646324
16898	10县区	快速路	86.04444876
16899	11县区	主干路	67.34712409
16900	10县区	主干路	59.20836618
16901	11县区	次干路	38.74929104
16902	11县区	支路	26.79269543
16903	科技县	次干路	30.35124919
16904	11县区	次干路	48.93386722
16905	11县区	次干路	38.92120138
16906	11县区	主干路	71.73212401
16907	09县区	主干路	75.64804147
16908	11县区	快速路	115.3110451
16909	科技县	快速路	114.7902872
16910	科技县	次干路	42.63671658
16911	11县区	主干路	50.73736562
16912	科技县	快速路	97.55045946
16913	科技县	次干路	35.53909622
16914	10县区	支路	29.10064103
16915	10县区	快速路	101.4603936
16916	09县区	主干路	63.67612589
16917	10县区	次干路	39.63685794
16918	09县区	快速路	119.9681333
16919	10县区	快速路	100.56256
16920	11县区	次干路	49.61088119
16921	09县区	支路	29.08808341
16922	10县区	快速路	106.4722054
16923	10县区	支路	29.94887449
16924	10县区	支路	25.18558857
16925	11县区	支路	29.85398946
16926	11县区	主干路	61.68011905
16927	科技县	快速路	103.6057538
16928	09县区	快速路	97.63103269
16929	科技县	支路	22.25615251
16930	科技县	主干路	56.41405012
16931	10县区	主干路	65.99021981
16932	11县区	次干路	31.80536691
16933	09县区	次干路	44.76432079
16934	科技县	快速路	82.00685793
16935	科技县	主干路	55.67623509
16936	10县区	支路	23.32664821
16937	09县区	快速路	97.73460237
16938	10县区	快速路	92.94894843
16939	11县区	快速路	111.8851286
16940	11县区	快速路	97.75147899
16941	09县区	支路	23.26202633
16942	09县区	次干路	31.38417052
16943	科技县	快速路	96.27214212
16944	09县区	主干路	60.23331844
16945	科技县	快速路	112.9456796
16946	科技县	主干路	61.68794661
16947	科技县	支路	21.98493943
16948	09县区	主干路	72.5616679
16949	09县区	主干路	73.21172556
16950	09县区	主干路	66.12134662
16951	10县区	次干路	47.78473279
16952	09县区	主干路	52.09628841
16953	11县区	支路	22.61288213
16954	科技县	次干路	47.36691279
16955	11县区	支路	23.66510623
16956	11县区	支路	28.42454136
16957	科技县	快速路	93.54091182
16958	10县区	支路	25.96560308
16959	10县区	主干路	55.11927295
16960	10县区	快速路	81.30592569
16961	09县区	快速路	116.1192879
16962	11县区	快速路	96.21596887
16963	10县区	主干路	64.94146702
16964	科技县	次干路	37.72630734
16965	10县区	次干路	31.07173245
16966	10县区	次干路	37.10663562
16967	10县区	主干路	78.40053769
16968	10县区	快速路	114.6838671
16969	10县区	次干路	33.8253544
16970	10县区	快速路	111.2459165
16971	科技县	主干路	68.07739938
16972	11县区	次干路	45.39154956
16973	10县区	次干路	47.15747968
16974	科技县	次干路	40.67906147
16975	10县区	快速路	109.3138835
16976	11县区	主干路	71.87102138
16977	10县区	次干路	37.63130396
16978	09县区	快速路	118.3992826
16979	11县区	主干路	59.01142785
16980	11县区	快速路	109.4119961
16981	11县区	支路	27.50132696
16982	科技县	主干路	60.37427745
16983	11县区	主干路	76.82652604
16984	10县区	主干路	78.23772588
16985	科技县	次干路	42.40008158
16986	科技县	次干路	40.06358121
16987	10县区	快速路	99.82546709
16988	11县区	主干路	72.6260625
16989	科技县	主干路	66.86090342
16990	11县区	主干路	74.0195082
16991	科技县	支路	26.38073102
16992	10县区	支路	28.96369466
16993	09县区	主干路	60.18859756
16994	11县区	支路	28.80016766
16995	09县区	次干路	37.27752932
16996	10县区	支路	25.1814589
16997	11县区	支路	29.26974711
16998	10县区	支路	28.66180378
16999	科技县	快速路	97.13289224
17000	11县区	主干路	52.26065173
17001	科技县	次干路	37.2919598
17002	科技县	快速路	118.2894374
17003	11县区	次干路	34.65468644
17004	10县区	主干路	54.76185454
17005	10县区	次干路	43.56191339
17006	10县区	支路	25.03390908
17007	科技县	支路	25.76724032
17008	10县区	次干路	38.42808879
17009	10县区	支路	27.30430288
17010	09县区	支路	28.15190269
17011	11县区	支路	25.41724349
17012	11县区	快速路	80.40257238
17013	09县区	次干路	45.68755457
17014	11县区	快速路	105.5534866
17015	科技县	快速路	108.0450954
17016	09县区	快速路	86.74785503
17017	11县区	主干路	60.20449612
17018	科技县	次干路	31.50045282
17019	10县区	主干路	68.68302688
17020	科技县	支路	25.32562608
17021	10县区	支路	23.82201381
17022	科技县	支路	26.22154377
17023	10县区	支路	28.66499297
17024	科技县	次干路	39.58881499
17025	科技县	主干路	67.46462358
17026	科技县	快速路	104.884852
17027	11县区	快速路	85.20479983
17028	10县区	支路	27.24947416
17029	09县区	主干路	57.15677139
17030	09县区	支路	23.3070322
17031	09县区	次干路	48.506253
17032	科技县	主干路	74.60394889
17033	09县区	主干路	58.61724702
17034	09县区	支路	23.39820868
17035	10县区	次干路	32.19894337
17036	11县区	次干路	48.00873989
17037	10县区	快速路	115.4321298
17038	科技县	支路	20.94362299
17039	09县区	支路	23.21006003
17040	11县区	主干路	71.92991021
17041	09县区	主干路	51.37820348
17042	11县区	支路	28.81541133
17043	11县区	支路	22.40188537
17044	09县区	快速路	115.8106752
17045	科技县	支路	28.14070528
17046	10县区	次干路	41.54254784
17047	11县区	快速路	93.55186565
17048	09县区	次干路	42.37849447
17049	09县区	支路	20.67196077
17050	11县区	主干路	70.62711478
17051	11县区	支路	20.14496904
17052	10县区	主干路	56.85747413
17053	11县区	快速路	92.62706751
17054	科技县	次干路	34.73568022
17055	10县区	支路	29.56771905
17056	10县区	快速路	110.3945033
17057	10县区	快速路	96.20816671
17058	11县区	主干路	54.5723482
17059	11县区	支路	27.72223963
17060	11县区	主干路	67.42753492
17061	09县区	次干路	30.01662992
17062	10县区	快速路	93.44477633
17063	09县区	支路	29.91177625
17064	11县区	主干路	66.34725295
17065	科技县	次干路	48.22192662
17066	09县区	支路	21.3111021
17067	11县区	支路	23.89017059
17068	科技县	次干路	32.50921911
17069	科技县	次干路	43.53641334
17070	09县区	快速路	115.7989001
17071	09县区	支路	24.97987151
17072	10县区	快速路	89.57013359
17073	09县区	次干路	41.64286949
17074	10县区	快速路	89.90380741
17075	10县区	次干路	31.45649191
17076	09县区	支路	22.36442517
17077	09县区	快速路	104.4025737
17078	09县区	快速路	91.34270993
17079	科技县	次干路	31.47583706
17080	10县区	主干路	64.80829464
17081	10县区	快速路	111.0381316
17082	11县区	支路	22.68245716
17083	09县区	次干路	33.1821794
17084	科技县	次干路	37.36753254
17085	科技县	次干路	31.22990603
17086	09县区	主干路	72.67211983
17087	10县区	快速路	81.97321583
17088	11县区	支路	24.85661115
17089	09县区	次干路	35.54962683
17090	科技县	支路	20.07483715
17091	10县区	主干路	79.69294272
17092	10县区	支路	24.40102797
17093	11县区	支路	20.11048436
17094	10县区	快速路	99.00281696
17095	科技县	主干路	63.48331583
17096	科技县	快速路	117.7600726
17097	10县区	主干路	79.64309198
17098	11县区	快速路	105.8086332
17099	10县区	快速路	85.21890644
17100	09县区	快速路	88.3223275
17101	科技县	次干路	33.22463073
17102	11县区	快速路	117.0489699
17103	10县区	快速路	96.59368026
17104	11县区	支路	27.1640734
17105	10县区	次干路	33.27679948
17106	09县区	支路	29.31948674
17107	09县区	快速路	103.4500332
17108	10县区	次干路	38.70966229
17109	10县区	支路	28.01763519
17110	09县区	次干路	35.22210836
17111	科技县	主干路	53.78825618
17112	科技县	次干路	33.25850136
17113	科技县	快速路	102.7698551
17114	11县区	快速路	114.2374292
17115	10县区	主干路	63.94874265
17116	科技县	主干路	74.567669
17117	10县区	快速路	109.8169057
17118	10县区	支路	20.46401553
17119	09县区	主干路	65.72456673
17120	科技县	次干路	45.68037765
17121	10县区	主干路	57.05350053
17122	科技县	支路	20.22922359
17123	11县区	快速路	88.17554264
17124	科技县	次干路	34.24795558
17125	09县区	次干路	40.44084193
17126	09县区	支路	25.21396883
17127	科技县	支路	25.83548597
17128	11县区	支路	20.6774601
17129	11县区	支路	27.86721941
17130	11县区	快速路	85.07112117
17131	10县区	次干路	37.73971618
17132	09县区	次干路	35.13747873
17133	科技县	主干路	52.00706418
17134	10县区	次干路	38.98676725
17135	09县区	支路	27.08540089
17136	10县区	次干路	47.19580406
17137	09县区	快速路	87.86148572
17138	科技县	快速路	88.90150283
17139	09县区	主干路	64.69178936
17140	科技县	次干路	47.8774397
17141	09县区	次干路	31.25586062
17142	10县区	快速路	82.75857924
17143	09县区	主干路	72.40390135
17144	10县区	快速路	102.0870811
17145	11县区	次干路	42.66342181
17146	科技县	次干路	38.40271573
17147	科技县	次干路	46.80556527
17148	11县区	次干路	44.20464001
17149	科技县	快速路	110.8052447
17150	10县区	次干路	34.35485626
17151	11县区	快速路	117.2513929
17152	11县区	主干路	74.28337655
17153	11县区	主干路	56.20830849
17154	09县区	主干路	50.51119598
17155	11县区	次干路	34.89374932
17156	09县区	主干路	73.18553665
17157	科技县	支路	28.72499473
17158	11县区	主干路	64.12237418
17159	09县区	快速路	98.40438164
17160	10县区	支路	23.44862791
17161	11县区	支路	21.11471271
17162	科技县	支路	26.19674486
17163	10县区	支路	20.12486259
17164	科技县	次干路	45.37952711
17165	11县区	快速路	112.3976464
17166	11县区	次干路	38.24059647
17167	10县区	主干路	53.45707716
17168	09县区	快速路	106.3078668
17169	科技县	次干路	46.1396503
17170	科技县	支路	24.86824875
17171	科技县	主干路	54.21210184
17172	11县区	主干路	65.00481999
17173	09县区	次干路	35.31684626
17174	11县区	主干路	52.14884846
17175	10县区	快速路	97.90813833
17176	11县区	快速路	94.6738805
17177	11县区	快速路	84.00564396
17178	10县区	主干路	71.36728652
17179	11县区	主干路	71.93596206
17180	11县区	主干路	76.59337934
17181	09县区	主干路	66.73473478
17182	10县区	主干路	55.16476115
17183	10县区	次干路	46.95503651
17184	09县区	支路	22.52619092
17185	11县区	主干路	65.60235046
17186	科技县	主干路	54.17207189
17187	11县区	快速路	103.0126509
17188	科技县	支路	29.73720123
17189	10县区	次干路	47.62547874
17190	科技县	支路	21.62280885
17191	09县区	快速路	94.72769048
17192	11县区	主干路	52.53297096
17193	科技县	次干路	43.94411928
17194	11县区	主干路	69.21564138
17195	科技县	次干路	49.36963051
17196	09县区	快速路	112.4100706
17197	09县区	快速路	89.90327759
17198	科技县	支路	26.53154676
17199	10县区	次干路	48.02571863
17200	11县区	次干路	44.78196255
17201	科技县	快速路	104.3368044
17202	11县区	主干路	73.22942672
17203	09县区	次干路	42.10688346
17204	科技县	支路	29.83409811
17205	09县区	主干路	61.21881741
17206	科技县	支路	29.48743531
17207	10县区	支路	28.10483349
17208	09县区	次干路	47.36705131
17209	11县区	次干路	31.05378175
17210	11县区	支路	21.40288486
17211	11县区	快速路	86.97906761
17212	科技县	主干路	56.80314879
17213	11县区	快速路	90.16498092
17214	10县区	次干路	44.20962028
17215	11县区	快速路	95.09866013
17216	11县区	支路	22.61917422
17217	科技县	次干路	40.80568656
